app_name,user_id,user_name,date,country,version,score,url,review_id,revLen,sentimentScore,time_diff,category,alertme_rank,alertme_rank_normalized,rank_manual
Instagram,448641046,KrisAlexCard,42909,Canada,10.26,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=448641046,1315,52,-1,4,isBugReport,3.463959391,3.46738304,3
Facebook,154144915,2000cp,42882,Australia,94,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=154144915,39218,134,-1,2,isFeatureShortcoming/isFeatureRequest,3.513536379,3.431563642,2
Instagram,448566159,Joliahcc,42885,Hong Kong,10.23,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=448566159,47675,76,-1,0,isFeatureShortcoming/isFeatureRequest,3.885786802,3.352724123,3
Instagram,352269981,Regannking,42914,United States,10.27,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=352269981,4990,338,-1,2,isFeatureShortcoming/isFeatureRequest,3.333333333,3.333333333,1
Facebook,190483319,Bunnyling,42892,Singapore,95,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=190483319,48080,168,0,4,isBugReport,3.552791878,3.331160591,2
Facebook,520662805,Bunny_roy,42887,India,94,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=520662805,48935,212,0,7,isBugReport,3.625,3.325,3
Whatsapp,157521840,Mr subby,42892,United Kingdom,2.17.30,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=157521840,46010,67,0,1,isBugReport,3.340101523,3.31605394,3
Facebook,163018104,Dontliketimeline,42889,Canada,95,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=163018104,669,226,-1,1,isFeatureShortcoming/isFeatureRequest,3.333333333,3.261904762,1
Facebook,213288907,Penguin_Gee :D,42878,Australia,93,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=213288907,39264,97,-1,5,isFeatureShortcoming/isFeatureRequest,3.159052453,3.110374961,2
Facebook,554852531,TheRealNduna,42882,South Africa,94,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=554852531,51429,33,-1,2,isFeatureShortcoming/isFeatureRequest,3.000846024,3.10642978,0
Whatsapp,149334848,Qooco,42898,Hong Kong,2.17.30,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=149334848,47877,111,0,7,isBugReport,3.188451777,3.03818918,3
Facebook,129559615,orbis1234,42897,Hong Kong,96,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=129559615,47326,217,-1,3,isFeatureShortcoming/isFeatureRequest,3.75,3.035714286,2
Facebook,336855878,Antarctica71,42905,United Kingdom,97,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=336855878,41595,515,-1,4,isFeatureShortcoming/isFeatureRequest,3.033333333,3.033333333,1
Facebook,415096374,Hebah ALbuloushi,42881,United States,93,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=415096374,56540,84,-1,8,isFeatureShortcoming/isFeatureRequest,3.03750705,3.020278931,1
Facebook,406923449,Justifiedpaintsniffer,42879,United Kingdom,93,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=406923449,42303,74,0,6,isBugReport,3.018491661,2.991931644,3
Instagram,555021509,Hcheng15,42861,Canada,10.19,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=555021509,2569,337,-1,5,isFeatureShortcoming/isFeatureRequest,3,2.976190476,2
Fitbit,161578356,Angelachan??,42888,Australia,2.36,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=161578356,40862,112,1,10,isBugReport,2.992770343,2.951069799,3
Facebook,16844960,cazzawill,42900,Australia,96,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=16844960,38957,64,0,6,isBugReport,2.967730239,2.930914344,3
Instagram,129015539,Calixte05,42859,Singapore,10.19,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=129015539,48325,573,0,3,isFeatureShortcoming/isFeatureRequest,3.25,2.925,2
Calorie Counter MyFitnessPal,192819826,Josie-Yo,42882,United Kingdom,7.15,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=192819826,45341,417,1,12,isFeatureShortcoming/isFeatureRequest,2.91025641,2.91025641,1
Waze,34013866,Effective and efficient,42867,United States,4.23.1,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=34013866,36547,118,1,0,isFeatureShortcoming/isFeatureRequest,2.932318105,2.9081167,3
Facebook,151169555,Anubhav1979,42904,India,97,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=151169555,48681,71,1,3,isBugReport,2.943739425,2.873829667,3
Facebook,350828951,Anjjum,42883,India,94,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=350828951,48982,64,0,3,isBugReport,3.074873096,2.872067118,2
Facebook,143442296,Cashbey,42867,United Kingdom,89,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=143442296,42546,174,0,22,isFeatureShortcoming/isFeatureRequest,2.926726992,2.864275061,2
Facebook,572895591,nusrat0706A,42881,Australia,93,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=572895591,39229,194,-1,8,isFeatureShortcoming/isFeatureRequest,2.929216018,2.863607064,1
Instagram,194778420,APPetizing,42889,Singapore,10.23,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=194778420,48241,188,-1,4,isFeatureShortcoming/isFeatureRequest,3.154314721,2.85,1
Facebook,413638360,Gauravdar,42907,India,97,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=413638360,48647,80,0,6,isBugReport,3.048948513,2.842762469,3
Whatsapp,170914693,Philly Kamela,42875,South Africa,2.17.22,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=170914693,51714,242,-1,16,isFeatureShortcoming/isFeatureRequest,2.808823529,2.820588235,1
Facebook,509806403,Jason 2k16,42879,Australia,93,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=509806403,39251,141,0,6,isBugReport,2.858593183,2.802036735,3
Facebook,434627887,Ex-Snapper,42901,India,96,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=434627887,48740,190,-1,7,isFeatureShortcoming/isFeatureRequest,3.089467005,2.8,2
Whatsapp,533570718,The thieves,42856,South Africa,2.17.21,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=533570718,51761,182,0,1,isFeatureShortcoming/isFeatureRequest,2.623857868,2.8,2
Whatsapp,125398154,plznoplzz,42893,Singapore,2.17.30,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=125398154,48410,389,-1,2,isFeatureShortcoming/isFeatureRequest,3.083333333,2.783333333,2
Facebook,507770383,yanbnnsns,42900,Hong Kong,96,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=507770383,47320,35,-1,6,isBugReport,3.320522117,2.754342608,2
Facebook,225240077,AskIcarus,42910,Singapore,98,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=225240077,48034,134,-1,2,isFeatureShortcoming/isFeatureRequest,3.013536379,2.745985233,2
Whatsapp,141127247,V V V V,42907,Hong Kong,2.17.30,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=141127247,47851,183,0,16,isBugReport,2.98775754,2.711134454,3
Facebook,326193451,Sharnett90,42875,United States,92,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=326193451,57698,17,-1,9,isFeatureShortcoming/isFeatureRequest,2.686294416,2.682807773,1
Calorie Counter MyFitnessPal,180315160,Saz_7678,42872,United Kingdom,7.15,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=180315160,45416,108,1,2,isFeatureShortcoming/isFeatureRequest,2.714890017,2.67612675,0
Instagram,322615049,Ikkinem,42889,Australia,10.23,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=322615049,39983,132,-1,4,isFeatureShortcoming/isFeatureRequest,2.703384095,2.640971719,1
Pinterest,81026025,Jumping jazz hands,42870,United Kingdom,6.25.1,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=81026025,45027,151,1,3,Other,2.683164129,2.628967338,1
Facebook,512728777,eihyosoon,42883,Hong Kong,94,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=512728777,47397,191,1,3,isFeatureShortcoming/isFeatureRequest,3.052876481,2.619047619,1
Whatsapp,207741586,Hdljdeyhcj,42860,Singapore,2.17.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=207741586,48464,95,0,1,isBugReport,2.682233503,2.615686048,3
Pinterest,406404988,CourtzBenjie,42894,South Africa,6.27,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=406404988,51585,74,-1,3,isFeatureShortcoming/isFeatureRequest,2.458967851,2.596236476,1
Instagram,553013017,anjanavj,42884,India,10.22,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=553013017,49790,46,1,7,isBugReport,2.691835871,2.568725324,3
Facebook,124329523,Mistral73,42907,Singapore,97,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=124329523,48039,137,0,6,isBugReport,2.671621948,2.564250005,2
Facebook,172653657,siti96,42880,Singapore,93,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=172653657,48121,45,0,7,isBugReport,2.853426396,2.556114444,3
Instagram,238067972,Dinoumadbrah,42913,Australia,10.26,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=238067972,39568,89,-1,8,isFeatureShortcoming/isFeatureRequest,2.562887761,2.524197742,1
Facebook,183354032,RR24689,42900,Hong Kong,96,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=183354032,47295,49,0,6,isBugReport,2.891588107,2.50352863,3
Instagram,565920918,mbasson502,42885,South Africa,10.22,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=565920918,51517,365,1,8,isFeatureShortcoming/isFeatureRequest,2.444444444,2.466666667,2
Instagram,539257285,ccccskjsusj,42896,Australia,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=539257285,39832,333,1,1,isFeatureShortcoming/isFeatureRequest,2.533333333,2.461904762,1
Facebook,152741882,Nellepiy,42860,Hong Kong,91,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=152741882,47509,39,0,1,isBugReport,2.697969543,2.435232492,3
Facebook,519341401,Eyraida2016,42867,United States,92,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=519341401,58769,42,-1,1,isFeatureShortcoming/isFeatureRequest,2.41319797,2.40458391,0
Instagram,189808545,Chriscy Cheung,42887,Hong Kong,10.23,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=189808545,47656,19,1,2,isBugReport,2.763113367,2.359014364,0
Pinterest,188117652,MrsRubyRose,42872,Australia,6.23.1,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=188117652,40657,275,1,34,isFeatureShortcoming/isFeatureRequest,2.361904762,2.357823129,2
Whatsapp,579467311,ilovewhatsappandsometimesnot,42901,South Africa,2.17.30,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=579467311,51668,484,1,10,isFeatureShortcoming/isFeatureRequest,2.257575758,2.275757576,2
Instagram,126815914,Evilly2828,42914,Singapore,10.27,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=126815914,48162,72,-1,2,isFeatureShortcoming/isFeatureRequest,2.5321489,2.25978311,2
Facebook,175077370,Solarlighter,42881,Hong Kong,94,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=175077370,47411,17,0,1,isBugReport,2.586294416,2.240083028,3
Waze,373502188,Ahboyws,42859,Singapore,4.22,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=373502188,48533,89,0,22,isFeatureShortcoming/isFeatureRequest,2.495254911,2.225015717,3
Whatsapp,179988852,tobyfanhk82,42901,Hong Kong,2.17.31,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=179988852,47869,28,0,32,isBugReport,2.67243501,2.220774643,0
Waze,101996303,inwood218,42861,United States,4.23,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=101996303,38095,303,1,2,Other,2.2,2.2,0
Instagram,27152773,Dezumondo,42884,Canada,10.22,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=27152773,1966,44,0,7,isBugReport,2.181683587,2.190899202,2
Whatsapp,163222589,raluuuuuuuu,42888,India,2.17.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=163222589,50830,91,0,29,isBugReport,2.195262267,2.179579808,2
Instagram,243527367,Junglejams,42867,Australia,10.2,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=243527367,40319,233,1,151,isFeatureShortcoming/isFeatureRequest,2.173245614,2.172305764,1
Instagram,401887162,Jup_rehalz,42881,India,10.22,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=401887162,49824,109,1,4,isFeatureShortcoming/isFeatureRequest,2.086632826,2.149588268,2
Facebook,171160752,Chialili,42900,Singapore,96,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=171160752,48058,62,-1,6,isFeatureShortcoming/isFeatureRequest,2.457577955,2.145725932,3
Facebook,49214457,? ?,42858,Hong Kong,90,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=49214457,47519,19,-1,6,isFeatureShortcoming/isFeatureRequest,2.739303843,2.112415725,0
Facebook,370012499,Ex ginger,42883,United Kingdom,94,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=370012499,42172,147,1,3,isFeatureShortcoming/isFeatureRequest,2.16285956,2.110098446,2
Whatsapp,192268913,Dcdhd,42910,India,2.17.31,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=192268913,50395,351,0,41,isFeatureShortcoming/isFeatureRequest,2.223809524,2.103571429,1
Whatsapp,232797700,Li. Pal. Kwan,42859,Hong Kong,2.17.22,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=232797700,47987,0,1,0,Other,2.666666667,2.095238095,0
Whatsapp,537545449,Lily ??,42913,United Kingdom,2.17.31,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=537545449,45876,417,1,44,isFeatureShortcoming/isFeatureRequest,2.055555556,2.055555556,0
Fitbit,208936965,RCD2-2,42883,United Kingdom,2.36,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=208936965,45705,240,1,5,Other,2.033333333,2.033333333,0
Fitbit,292234072,Truivy4u,42909,United States,2.36,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=292234072,25463,215,1,31,Other,2.03125,2.03125,2
Waze,348723574,Paulf78,42877,United Kingdom,4.23.1,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=348723574,46911,214,1,10,Other,2.007575758,2.007575758,1
Waze,222963552,afias2010,42883,South Africa,4.24,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=222963552,51818,94,1,4,Other,1.843824027,1.994678767,1
Whatsapp,343587314,Dor0407,42893,Hong Kong,2.17.30,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=343587314,47910,4,-1,2,Other,2.686971235,1.975957911,0
Instagram,102122614,Mag1986,42916,Singapore,10.27,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=102122614,48160,110,0,4,isFeatureShortcoming/isFeatureRequest,2.091708968,1.967724196,2
Fitbit,326352923,Bobopenny,42877,United Kingdom,2.35,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=326352923,45736,242,1,27,Other,1.952380952,1.952380952,0
Fitbit,472386658,Jcsr926!,42878,Australia,2.35,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=472386658,40872,208,1,28,Other,1.951149425,1.946223317,0
Fitbit,20217046,Flares007,42912,Australia,2.36,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=20217046,40836,233,1,34,Other,1.945238095,1.941156463,0
Waze,206510629,maxl100,42856,United States,4.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=206510629,38488,273,1,19,Other,1.916666667,1.916666667,0
Pinterest,458107437,Bhalshankar,42864,India,6.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=458107437,50255,151,1,15,Other,1.695664129,1.878496898,0
Instagram,152248110,gunakee,42913,Singapore,10.27,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=152248110,48167,87,1,1,Other,1.808291032,1.861821258,0
Calorie Counter MyFitnessPal,583120795,RK9000,42912,Canada,7.17,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=583120795,3118,123,1,14,isFeatureShortcoming/isFeatureRequest,1.774365482,1.840522337,0
Whatsapp,456490816,kamra_gaggii,42891,India,2.17.22,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=456490816,50773,23,0,32,isBugReport,1.980387633,1.820726299,3
Facebook,429104350,Shellycyoung69,42897,Canada,96,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=429104350,523,85,1,3,isFeatureShortcoming/isFeatureRequest,1.764805415,1.781390775,1
Facebook,568127558,LuckyBrar,42859,India,86,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=568127558,49351,27,0,35,isBugReport,1.914833615,1.775846024,3
Facebook,490358201,Wing?,42909,Hong Kong,98,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=490358201,47250,11,1,1,Other,2.22250423,1.764241399,0
Pinterest,564053183,Nicksexton1,42864,United States,6.24,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=564053183,22295,7,1,15,Other,1.764699662,1.763263985,0
Instagram,481834957,Sdub2000,42875,Canada,10.21,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=481834957,2200,130,1,5,Other,1.69323181,1.749409981,0
Waze,430770900,Figure fairy,42885,South Africa,4.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=430770900,51809,113,1,6,Other,1.58312787,1.744960849,1
Whatsapp,461271720,Frank Lee Blunt,42900,South Africa,2.17.31,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=461271720,51672,3,1,31,Other,1.713145093,1.72293301,0
Facebook,444114341,sanjaygo19,42869,India,92,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=444114341,49185,88,1,3,Other,1.563367174,1.712633954,0
Pinterest,567299883,Ms. Fluffy S Parker,42856,United States,6.24,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=567299883,22759,84,1,7,Other,1.718062606,1.700834487,0
Waze,22199031,G82niner,42874,United States,4.23.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=22199031,34912,140,1,7,Other,1.702326565,1.673613034,1
Facebook,151391228,Leicon97,42896,Hong Kong,96,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=151391228,47334,13,1,2,Other,2.065989848,1.639125116,0
Whatsapp,541425991,Bongumusa,42897,South Africa,2.17.30,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=541425991,51682,84,1,6,Other,1.435919749,1.56355286,0
Facebook,161999219,,42893,Hong Kong,94,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=161999219,47352,6,0,13,isFeatureShortcoming/isFeatureRequest,2.101885424,1.560875642,0
Waze,201295788,Th3Budd,42913,Canada,4.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=201295788,3782,101,1,8,Other,1.490468133,1.536739403,1
Instagram,210957125,Samira_13,42898,Canada,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=210957125,1574,74,1,3,Other,1.492301184,1.502118355,0
Facebook,176372110,ValerieWai,42857,Hong Kong,90,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=176372110,47524,12,1,5,Other,1.894247039,1.487397543,0
Instagram,574780074,Basketballgoddess7,42896,United States,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=574780074,9014,22,1,1,Other,1.478341794,1.473829667,0
Facebook,201565778,Buttersan,42875,Hong Kong,93,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=201565778,47438,14,1,2,isFeatureShortcoming/isFeatureRequest,1.57106599,1.443233642,2
Waze,243615973,Baby Waze,42872,Singapore,4.23.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=243615973,48517,72,1,5,Other,1.398815567,1.443116444,1
Instagram,202297304,ssimran,42912,India,10.26,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=202297304,49427,62,1,7,Other,1.306387479,1.401325437,0
Pinterest,513044817,Chenge00720021106,42885,South Africa,6.26,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=513044817,51595,60,1,7,Other,1.296235195,1.391993539,0
Facebook,252678598,Ekerk,42881,Singapore,94,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=252678598,48117,3,1,1,Other,1.381895093,1.383740963,0
Waze,111050940,Tammy Hubbard,42875,United States,4.23.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=111050940,34726,83,1,8,Other,1.399097575,1.382074553,0
Calorie Counter MyFitnessPal,539282774,Pikachu1232,42859,Australia,7.13.1,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=539282774,40830,86,1,8,Other,1.414326001,1.376405095,0
Instagram,249430773,#*_*#,42874,Australia,10.2,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=249430773,40197,103,1,158,Other,1.395798614,1.368493948,0
Instagram,561891782,Tula T,42894,United States,10.24,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=561891782,9592,50,1,3,Other,1.370473773,1.360218941,0
Whatsapp,578964475,Gokul duke,42900,India,2.17.30,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=578964475,50579,22,1,9,Other,1.378341794,1.323158488,0
Instagram,199473745,Jgree475,42878,Australia,10.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=199473745,40140,3,1,1,Other,1.381895093,1.309697409,0
Fitbit,519921291,Tdreviews,42898,South Africa,2.36,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=519921291,51635,59,1,20,Other,1.2137781,1.292880949,0
