,app_name,user_id,user_name,date,country,version,score,url,review_id,revLen,sentimentScore,time_diff,category,alertme_rank,alertme_rank_normalized,rank_manual,review,entropy,rank3
18,Facebook,213288907,Penguin_Gee :D,42878,Australia,93,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=213288907,39264,97,-1,5,isFeatureShortcoming/isFeatureRequest,3.159052453,3.110374961,2,the new comment section update is stupid -_- unnecessary bubbling & i can't delete photo comments,4.120070799007642,1.5
19,Facebook,554852531,TheRealNduna,42882,South Africa,94,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=554852531,51429,33,-1,2,isFeatureShortcoming/isFeatureRequest,3.000846024,3.10642978,0,,0.9182958340544896,1.5
20,Whatsapp,149334848,Qooco,42898,Hong Kong,2.17.30,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=149334848,47877,111,0,7,isBugReport,3.188451777,3.03818918,3,"already updated, but cannot record the long period of time for voice message, please fix it as soon as possible",4.067406319730196,3.0
21,Facebook,129559615,orbis1234,42897,Hong Kong,96,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=129559615,47326,217,-1,3,isFeatureShortcoming/isFeatureRequest,3.75,3.035714286,2,"i can only load few posts from ""most recent""!!!! i stick to ""most recent"" all the time instead of ""top stories"". pls respect those users like me who like ""most recent"" news feed more~ honestly i hate ""top stories""!!!",4.035554422377119,1.5
22,Facebook,336855878,Antarctica71,42905,United Kingdom,97,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=336855878,41595,515,-1,4,isFeatureShortcoming/isFeatureRequest,3.033333333,3.033333333,1,"i would like a way to see particular posts from people i follow and not others - for instance, i like to see updates from people such as pictures of their holidays or families, but i don't want their political views all over my facebook feed. this stops facebook being fun. i don't always want to unfollow these people as then i have to keep checking their pages to see if i've missed anything interesting. there should be a way to filter which posts you want to see and which you don't depending on their subjects.",4.1787150662145525,1.5
23,Facebook,415096374,Hebah ALbuloushi,42881,United States,93,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=415096374,56540,84,-1,8,isFeatureShortcoming/isFeatureRequest,3.03750705,3.020278931,1,"thats too bad i get every week or 2 weeks new update
at least make it once per month",3.927844058021,1.5
24,Facebook,406923449,Justifiedpaintsniffer,42879,United Kingdom,93,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=406923449,42303,74,0,6,isBugReport,3.018491661,2.991931644,3,comments aren't showing. i know it's not just me it's happening to either.,3.950338123371179,3.0
25,Instagram,555021509,Hcheng15,42861,Canada,10.19,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=555021509,2569,337,-1,5,isFeatureShortcoming/isFeatureRequest,3.0,2.976190476,2,"love instagram, but what's with the constant irrelevant ads? i keep getting ads from malaysia and or muslim adverts.( my family is from malaysia, but i am not and am not muslim.) i keep telling them it's not relevant but they keep on coming. please fix this. don't mind ads just keep it relevant. we give you feedback but nothing changes",4.282313725749384,1.5
26,Fitbit,161578356,Angelachan??,42888,Australia,2.36,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=161578356,40862,112,1,10,isBugReport,2.992770343,2.951069799,3,"i've tried everything, turning bluetooth on and off, restarting the phone, restarting the fitbit. nothing works.",4.0692775587050765,3.0
27,Facebook,16844960,cazzawill,42900,Australia,96,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=16844960,38957,64,0,6,isBugReport,2.967730239,2.930914344,3,facebook isn't working very well. newsfeed isn't loading at all.,4.132452445739504,3.0
28,Instagram,129015539,Calixte05,42859,Singapore,10.19,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=129015539,48325,573,0,3,isFeatureShortcoming/isFeatureRequest,3.25,2.925,2,"recently there seem to be frequent updates for instagram and while certain functions like ""save"" or allowing landscape size photos are excellent inclusion, can't help but fret at others.
1) there seem to be some issue with the comments where it does not load. you'll click to see the details but the system hangs there and you have to click again.
2) people's post aren't appearing on my feed. there are friends whom i follow and like but for some reason their pictures aren't appearing. please bring back chronological order as it is much easier to see my friends postings",4.236910875637163,1.5
29,Calorie Counter MyFitnessPal,192819826,Josie-Yo,42882,United Kingdom,7.15,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=192819826,45341,417,1,12,isFeatureShortcoming/isFeatureRequest,2.91025641,2.91025641,1,"i have successfully used this app before but after the update wher i lost all my info, i stopped using it. i went to start up again today only to be told that i had to accept the us having all my personal information. i will not agree to that so i am deleting this app and will no longer consider it as a tool i can use in my battle with weight loss i am very , very disappointed but will not agree to this intrusion.",4.039184260189296,1.5
30,Waze,34013866,Effective and efficient,42867,United States,4.23.1,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=34013866,36547,118,1,0,isFeatureShortcoming/isFeatureRequest,2.932318105,2.9081167,3,after the update the app will not find the network. i had to switch to use google maps in the mean time. frustrating!!,4.030264076812954,1.5
31,Facebook,151169555,Anubhav1979,42904,India,97,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=151169555,48681,71,1,3,isBugReport,2.943739425,2.873829667,3,app crashes after using it for 3-4 min. this is happening way too often,4.0325821090201925,3.0
32,Facebook,350828951,Anjjum,42883,India,94,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=350828951,48982,64,0,3,isBugReport,3.074873096,2.872067118,2,230mb? it's serious issue for 16gb variant! please do something!,4.348988235582062,3.0
33,Facebook,143442296,Cashbey,42867,United Kingdom,89,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=143442296,42546,174,0,22,isFeatureShortcoming/isFeatureRequest,2.926726992,2.864275061,2,"the app gets bigger every update and it is using so much space up.
really get a grip, soon facebook will be such a big app there will be no room for anything else on a phone!",4.152045126027547,1.5
34,Facebook,572895591,nusrat0706A,42881,Australia,93,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=572895591,39229,194,-1,8,isFeatureShortcoming/isFeatureRequest,2.929216018,2.863607064,1,"please do not move the buttons from here and there! it feels so annoying and disturbing! please give the newsfeed, friend request, messenger, and the option but below! this is the good position!",4.066344012516248,1.5
35,Instagram,194778420,APPetizing,42889,Singapore,10.23,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=194778420,48241,188,-1,4,isFeatureShortcoming/isFeatureRequest,3.154314721,2.85,1,please please get rid of the stupid incessant ads i keep seeing now... omg... so annoying... i just want to see content from accounts i have followed and not ads from irrelevant sources...,4.081236148065931,1.5
36,Facebook,413638360,Gauravdar,42907,India,97,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=413638360,48647,80,0,6,isBugReport,3.048948513,2.842762469,3,after updating to the latest version app crashes have become frequent on my se..,4.066426356408131,3.0
37,Whatsapp,170914693,Philly Kamela,42875,South Africa,2.17.22,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=170914693,51714,242,-1,16,isFeatureShortcoming/isFeatureRequest,2.808823529,2.820588235,1,"it's all good since it encompasses both old and new status update. even privacy settings makes it more interesting.
find a way of making the desktop version being able to work without phone being online. authentication can seperate the two.",4.15330039264197,1.5
38,Facebook,509806403,Jason 2k16,42879,Australia,93,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=509806403,39251,141,0,6,isBugReport,2.858593183,2.802036735,3,"after the update, i cannot see the comments on any articles. all i see is one or 2 comments from people but every other comments are missing.",3.968020192123338,3.0
39,Facebook,434627887,Ex-Snapper,42901,India,96,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=434627887,48740,190,-1,7,isFeatureShortcoming/isFeatureRequest,3.089467005,2.8,2,alternate days fb gets an update with 200mb. that's fine and as like others i feel curious what's new ? after an update all thing remain the same so what for this update all about ????? damn,4.137166257606251,1.5
40,Whatsapp,533570718,The thieves,42856,South Africa,2.17.21,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=533570718,51761,182,0,1,isFeatureShortcoming/isFeatureRequest,2.623857868,2.8,2,"please help me! on some chats i can't see when people were last seen! whatsapp is such an amazing app! but if you could, would you please fix it! i'm even giving you guys 5 stars !!!",4.200520133132867,1.5
41,Whatsapp,125398154,plznoplzz,42893,Singapore,2.17.30,4,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=125398154,48410,389,-1,2,isFeatureShortcoming/isFeatureRequest,3.083333333,2.783333333,2,it replaces all forms of communication but the camera tab in the middle at the bottom of my screen is bugging the crap out of me. this app is primarily known for private communication purposes and no one actually uses the whatsapp status bit. if we want to see trashy promotions there's instagram stories for it so i hope that they replace the bottom camera tab with something more useful.,4.081531648747426,1.5
42,Facebook,507770383,yanbnnsns,42900,Hong Kong,96,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=507770383,47320,35,-1,6,isBugReport,3.320522117,2.754342608,2,can't read the most resent post!!!!,3.644306775486764,3.0
43,Facebook,225240077,AskIcarus,42910,Singapore,98,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=225240077,48034,134,-1,2,isFeatureShortcoming/isFeatureRequest,3.013536379,2.745985233,2,having duplicated thumbnail image on almost every image and videos kind of annoying seeing the same image but showing different video.,4.103637084121485,1.5
44,Whatsapp,141127247,V V V V,42907,Hong Kong,2.17.30,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=141127247,47851,183,0,16,isBugReport,2.98775754,2.711134454,3,"recently , the setting was reset automatically , very frequent. and sometimes , need to input mobile no. to ""login""........
mobile was hacked ? or the whatsapp system occurred error?",4.311398179637206,3.0
45,Facebook,326193451,Sharnett90,42875,United States,92,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=326193451,57698,17,-1,9,isFeatureShortcoming/isFeatureRequest,2.686294416,2.682807773,1,too many updates!,3.616874605956223,1.5
46,Calorie Counter MyFitnessPal,180315160,Saz_7678,42872,United Kingdom,7.15,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=180315160,45416,108,1,2,isFeatureShortcoming/isFeatureRequest,2.714890017,2.67612675,0,unfortunately under 18s aren't allowed to use it. currently 17 and would be very interested in using the app,4.125039095729605,1.5
47,Instagram,322615049,Ikkinem,42889,Australia,10.23,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=322615049,39983,132,-1,4,isFeatureShortcoming/isFeatureRequest,2.703384095,2.640971719,1,"missing the chronological order these days, sad that each social media platform thinks they know what we want to see in which order.",4.037183738989057,1.5
48,Pinterest,81026025,Jumping jazz hands,42870,United Kingdom,6.25.1,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=81026025,45027,151,1,3,Other,2.683164129,2.628967338,1,"it doesn't do anything well. easier to use google image or some other app. make it difficult to use without signing up, and nag reminders to rate (hi!)",4.148572344267405,0.0
49,Facebook,512728777,eihyosoon,42883,Hong Kong,94,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=512728777,47397,191,1,3,isFeatureShortcoming/isFeatureRequest,3.052876481,2.619047619,1,that's my thumb. it doesn't extend all the way to the top of the screen when i hold and use my phone. can you please put the buttons back to the bottom where everyone can touch it easily?,4.030845962520903,1.5
50,Whatsapp,207741586,Hdljdeyhcj,42860,Singapore,2.17.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=207741586,48464,95,0,1,isBugReport,2.682233503,2.615686048,3,my iphone seems to have problem uploading the chat files into the icloud. please fix this asap.,4.073553541192926,3.0
51,Pinterest,406404988,CourtzBenjie,42894,South Africa,6.27,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=406404988,51585,74,-1,3,isFeatureShortcoming/isFeatureRequest,2.458967851,2.596236476,1,please bring back the like feature. it's annoying to pin it to a board now,4.020652562801856,1.5
52,Instagram,553013017,anjanavj,42884,India,10.22,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=553013017,49790,46,1,7,isBugReport,2.691835871,2.568725324,3,i dn't know why i can't login from insta app ?,3.9345710010613417,3.0
53,Facebook,124329523,Mistral73,42907,Singapore,97,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=124329523,48039,137,0,6,isBugReport,2.671621948,2.564250005,2,"application badge shows new posts but when you go into the app, there's no new posts. something is definitely wrong with the last update.",4.070862304358496,3.0
54,Facebook,172653657,siti96,42880,Singapore,93,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=172653657,48121,45,0,7,isBugReport,2.853426396,2.556114444,3,pictures in my news feed wouldn't load at all,3.958085318359589,3.0
55,Instagram,238067972,Dinoumadbrah,42913,Australia,10.26,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=238067972,39568,89,-1,8,isFeatureShortcoming/isFeatureRequest,2.562887761,2.524197742,1,"please ig bring back the display settings, that shows the latest people you are following",4.043402005844135,1.5
56,Facebook,183354032,RR24689,42900,Hong Kong,96,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=183354032,47295,49,0,6,isBugReport,2.891588107,2.50352863,3,"after updated, facebook cannot work. please fix.",4.121653522439334,3.0
57,Instagram,565920918,mbasson502,42885,South Africa,10.22,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=565920918,51517,365,1,8,isFeatureShortcoming/isFeatureRequest,2.444444444,2.466666667,2,"i just love instagram... im totally hooked...
but...
even though i have all my setting right, my instagrams still do not save to my phone gallary. im using the new apple iphone 7+, all my settings for instagram correct for stories and single posts. i have to share to fb, then save to gallary, and then move it manually to my instagram folder....
why is this?!?!?",4.292373483257771,1.5
58,Instagram,539257285,ccccskjsusj,42896,Australia,10.25,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=539257285,39832,333,1,1,isFeatureShortcoming/isFeatureRequest,2.533333333,2.461904762,1,"this isn't really a review, i love this app but i think that they should bring out an option where you can edit a photo after you post it because some people might not like the theme they have and want to change it but don't want to keep deleting and reposting pictures. this is just my opinion and i would love the app a lot more :)",4.086487787327331,1.5
59,Facebook,152741882,Nellepiy,42860,Hong Kong,91,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=152741882,47509,39,0,1,isBugReport,2.697969543,2.435232492,3,can't read status after update. pls fix,3.792098860976928,3.0
60,Facebook,519341401,Eyraida2016,42867,United States,92,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=519341401,58769,42,-1,1,isFeatureShortcoming/isFeatureRequest,2.41319797,2.40458391,0,mi vida sin facebook no seria interesante.,3.767583352361439,1.5
61,Instagram,189808545,Chriscy Cheung,42887,Hong Kong,10.23,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=189808545,47656,19,1,2,isBugReport,2.763113367,2.359014364,0,"@ , @ ,post tag ,",2.8895494308620884,3.0
62,Pinterest,188117652,MrsRubyRose,42872,Australia,6.23.1,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=188117652,40657,275,1,34,isFeatureShortcoming/isFeatureRequest,2.361904762,2.357823129,2,"i love pinterest, i don't love seeing the same advert over and over.
i really miss seeing who has pinned what - now i have to click on individual pins to see who posted it. also - there seems to be far more 'suggested' pins than those actually pinned by people i follow....?",4.175741409998544,1.5
63,Whatsapp,579467311,ilovewhatsappandsometimesnot,42901,South Africa,2.17.30,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=579467311,51668,484,1,10,isFeatureShortcoming/isFeatureRequest,2.257575758,2.275757576,2,the voicenote button on whatsapp needs serious attention and needs to be redesigned. its too small and it's shoved into the very bottom corner. move your thumb just a little out of place and your 10minute voicenote to your friends and family back home goes straight into the little trash can. theres no reason why the button cant be made bigger or made to tap twice to hold and release. our thumbs do not need to go into a spasm in 2017 whatsapp! the technology is there! make a plan!,4.145372696542682,1.5
64,Instagram,126815914,Evilly2828,42914,Singapore,10.27,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=126815914,48162,72,-1,2,isFeatureShortcoming/isFeatureRequest,2.5321489,2.25978311,2,"option to share to fb but lags, not like it used to appear the same time",3.827446232241769,1.5
65,Facebook,175077370,Solarlighter,42881,Hong Kong,94,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=175077370,47411,17,0,1,isBugReport,2.586294416,2.240083028,3,cannot view video,3.381580488309164,3.0
66,Waze,373502188,Ahboyws,42859,Singapore,4.22,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=373502188,48533,89,0,22,isFeatureShortcoming/isFeatureRequest,2.495254911,2.225015717,3,more and more lousy when updated keep hanging when searching please do something about it,4.0413857718656745,1.5
67,Whatsapp,179988852,tobyfanhk82,42901,Hong Kong,2.17.31,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=179988852,47869,28,0,32,isBugReport,2.67243501,2.220774643,0,"down fail, then, can open!!!",3.780394654123195,3.0
68,Waze,101996303,inwood218,42861,United States,4.23,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=101996303,38095,303,1,2,Other,2.2,2.2,0,"i have to say that waze is, by far, my most used and most important app i own. from alternate routes to bypass traffic / accidents/ potholes / road kill etc. not to mention possible tickets that i might or might not have gotten for speeds that might or might not have been a little high. . just get it.",4.121537769164813,0.0
69,Instagram,27152773,Dezumondo,42884,Canada,10.22,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=27152773,1966,44,0,7,isBugReport,2.181683587,2.190899202,2,bug: push notifications arriving hours late.,4.0843522217278,3.0
70,Whatsapp,163222589,raluuuuuuuu,42888,India,2.17.22,5,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=163222589,50830,91,0,29,isBugReport,2.195262267,2.179579808,2,can't see my whatsapp status( about) from other non ios devices please look into the matter,4.074504845521705,3.0
71,Instagram,243527367,Junglejams,42867,Australia,10.2,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=243527367,40319,233,1,151,isFeatureShortcoming/isFeatureRequest,2.173245614,2.172305764,1,"i love insta, for both personal and business but it has lost its 'insta' part. we miss so much now, we don't see what we want or who we want and we really miss that! it no longer stands out from the social media crowd like it used to",4.0342732486713455,1.5
72,Instagram,401887162,Jup_rehalz,42881,India,10.22,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=401887162,49824,109,1,4,isFeatureShortcoming/isFeatureRequest,2.086632826,2.149588268,2,when we block user nd later we want to unblock user we didt see any option for unblock the user ix this prob,3.9810231849200246,1.5
73,Facebook,171160752,Chialili,42900,Singapore,96,2,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=171160752,48058,62,-1,6,isFeatureShortcoming/isFeatureRequest,2.457577955,2.145725932,3,can't see any post from my friends. it keep showing no stories,3.969559757730405,1.5
74,Facebook,49214457,? ?,42858,Hong Kong,90,1,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=49214457,47519,19,-1,6,isFeatureShortcoming/isFeatureRequest,2.739303843,2.112415725,0,"wifi , mb , ? , , ?",2.582059910580258,1.5
75,Facebook,370012499,Ex ginger,42883,United Kingdom,94,3,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=370012499,42172,147,1,3,isFeatureShortcoming/isFeatureRequest,2.16285956,2.110098446,2,why oh why do i keep getting bombarded with 'recommended pages. every time i 'like' a post i get this pop up.....every single one. it's too much.,4.166501373749504,1.5
