id,app_name,user_id,user_name,date,country,version,score,topic,review_text,url,review_id,annotator_id,isAnnotated,annotatingTime,sentimentScore,NotEnglish,isFeatureShortcoming,isFeatureStrength,isFeatureRequest,isBugReport,isUsageScenario,isGeneralPraise,isGeneralComplaint,isNoise,isOther,otherText,isNotSureOfLabels,comment,gender
14,Facebook,577774702,Denson Fair,2017-06-13 00:00:00,Singapore,96,1,Crash and close on it own,Really Facebook has to do somethings about mobile apps it keeps crash when strolling through videos or new feeds please do something about it!!!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=577774702,48061,1,1,2017-08-04 14:03:06,0,0,0,0,0,1,0,0,0,0,0,NULL,0,NULL,male
15,Facebook,474921587,Hunnibunni bear,2017-06-05 00:00:00,Australia,95,5,Thumbs up,Facebook keeps changing things around on it. They should have a few more icon pictures when liking people's posts but overall it's great,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=474921587,39086,1,1,2017-08-04 14:03:39,2,0,0,0,1,0,0,0,0,0,0,NULL,0,NULL,unclear
16,Instagra,489187835,EdB-Axxy,2017-05-13 00:00:00,Singapore,10.2,5,Best mankind invention ever,Wahahahahaha,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=489187835,48302,1,1,2017-08-04 14:03:46,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,unclear
17,Instagra,513830470,Kbl85,2017-05-11 00:00:00,United States,10.2,5,Long live instagram,I love instagram period,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=513830470,16107,1,1,2017-08-04 14:03:51,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,unclear
18,Instagra,318112088,Stellahhl,2017-05-27 00:00:00,Singapore,10.22,2,Blur pictures,Pictures get blur once it's being uploaded. Fix needs to be done. (Business profile),https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=318112088,48265,1,1,2017-08-04 14:04:28,0,0,0,0,0,1,0,0,0,0,0,NULL,0,NULL,female
19,Facebook,184082415,CAROLIRO05,2017-06-30 00:00:00,Canada,99,4,Good,Working Good,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=184082415,16,1,1,2017-08-04 14:04:35,1,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,female
20,Facebook,581485601,vikramd,2017-06-21 00:00:00,India,97,1,Large size,"Better you develop another app which gives Apple TV features and all. Don't include all in same app and make it large.

Recent updates are bad and not supported with mobile network. Works only with wifi.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=581485601,48646,1,1,2017-08-04 14:04:52,-1,0,1,0,0,0,0,0,0,0,0,NULL,0,NULL,male
21,Facebook,158845296,Lmm1310,2017-06-10 00:00:00,Australia,96,1,Joke,I was banned for 3 months for calling someone a clown,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=158845296,39015,1,1,2017-08-04 14:05:17,-1,0,0,0,0,0,0,0,1,0,1,content only,0,NULL,unclear
22,Facebook,521165813,Èł DÏÂBŁØ,2017-05-08 00:00:00,India,91,5,Awesome,Amazing experience..!!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=521165813,49279,1,1,2017-08-04 14:05:23,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,unclear
23,Calorie ,493366675,Oak Grove Farm,2017-06-15 00:00:00,United States,7.17,5,Still loving it!,"Wrote previously how it was easy to use and begin a new routine. Still true over a month now. I eat out, don't disrupt my family members' lives and continue to stay on track. Now I'm also appreciating recipes and tips. Really is the best tool for leaving denial behind and going forward!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=493366675,23387,1,1,2017-08-04 14:05:42,2,0,0,1,0,0,0,0,0,0,0,NULL,0,NULL,unclear
24,Facebook,114698464,Chrisds5,2017-05-11 00:00:00,Canada,91,1,Gradually uses more and more space,"I have to keep deleting this app since over time it begins to take up more and more space in my phone. It has used 800mb plus, and there is no way it seems to clear this without deleting and reinstalling each time. Very frustrating.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=114698464,1023,1,1,2017-08-04 14:05:57,-1,0,1,0,0,0,0,0,0,0,0,NULL,0,NULL,unisex
25,Facebook,136918123,Cellphone Stop,2017-06-30 00:00:00,United States,99,5,Very good,Works great,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=136918123,52020,1,1,2017-08-04 14:06:03,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,unclear
26,Calorie ,485747042,BoatyLass,2017-05-10 00:00:00,United Kingdom,7.14,5,Keeps me on the straight and narrow.,I have lost a lot of weight with the encouragement it gives me. When it states I haven't consumed enough would be nice to see more info. Keep up the good work and thank you.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=485747042,45476,1,1,2017-08-04 14:06:21,1,0,0,0,1,0,0,0,0,0,0,NULL,0,NULL,unclear
27,Instagra,499589222,Harry potter360,2017-06-30 00:00:00,South Africa,10.27,5,Instagram,Love it,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=499589222,51452,1,1,2017-08-04 14:06:26,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,male
28,Waze,410225766,,2017-06-14 00:00:00,Australia,4.24,5,Good Apps friendly And free,Go,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=410225766,41053,1,1,2017-08-04 14:06:33,1,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,unclear
30,Pinteres,154240585,Blooming gardener,2017-05-11 00:00:00,Australia,6.24,1,Latest update,"Sick of being spammed by ads.. I can't browse without 100's of  ads for apps or products clogging up my feed.. please stop it..

Latest update causing crashing and closing app when I'm exploring then I can't find pins I was looking at.
Also doesn't open pages when you try to follow a link ...
 Please fix asap....",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=154240585,40675,1,1,2017-08-04 14:07:01,-1,0,1,0,0,1,0,0,0,0,0,NULL,0,NULL,unclear
31,Whatsapp,573530467,Nibhish,2017-05-26 00:00:00,India,2.17.22,4,Whtsapp,Superb,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=573530467,50925,1,1,2017-08-04 14:07:17,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,unclear
32,Instagra,296816704,,2017-05-31 00:00:00,Hong Kong,10.23,2,Wifi bug,wifi bug can't use,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=296816704,47661,1,1,2017-08-04 14:07:22,0,0,0,0,0,1,0,0,0,0,0,NULL,0,NULL,unclear
33,Instagra,366498196,Natvam,2017-06-04 00:00:00,United States,10.23,1,Don't download,Don't download photos and videos and nothing at all. Change it please!!!!!!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=366498196,10503,1,1,2017-08-04 14:07:45,0,0,1,0,0,0,0,0,0,0,0,NULL,0,NULL,unisex
34,Instagra,486125886,Brkndie_,2017-05-19 00:00:00,Canada,10.21,4,New feature idea,I think It would be a great idea to add grain to the edit and adjustment section of the app. It will give us a little more variety to as how we would like to edit our photos. Consider it! (:,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=486125886,2230,1,1,2017-08-04 14:07:57,0,0,0,0,1,0,0,0,0,0,0,NULL,0,NULL,unclear
35,Facebook,486090169,amitmsachdev186,2017-05-04 00:00:00,India,91,5,Loved it,Far better than any other social networking sites �,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=486090169,49341,1,1,2017-08-04 14:08:05,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,unisex
36,Instagra,223822915,Blonde 10,2017-05-16 00:00:00,United States,10.21,5,Awesome,Listen everyday and all of my fav jams come on! App works great!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=223822915,15170,1,1,2017-08-04 14:08:13,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,female
37,Instagra,113479346,Amberino67,2017-06-24 00:00:00,Australia,7.2,1,THE MF ADS,"Omg every 8 posts there's an ad!!!! Seriously I'd pay to never to see an ad again I miss the good old Instagram, simple. Every update they do is making it worse 😡",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=113479346,39602,1,1,2017-08-04 14:08:35,-1,0,1,0,0,0,0,0,0,0,0,NULL,0,NULL,female
38,Facebook,430443077,Brenda Foster S,2017-05-30 00:00:00,Canada,94,1,New update,Won't update on my iPad - says its updating but can't use it & can't even delete app.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=430443077,762,1,1,2017-08-04 14:08:43,0,0,0,0,0,1,0,0,0,0,0,NULL,0,NULL,female
39,Pinteres,103672641,Catowl13,2017-06-21 00:00:00,Australia,6.28,1,No connections with other boards or people,No like button. And you can't see the boards of other people who also have the same pin. Prevents you from finding similar boards and pins.   Don't recommend this app.  Used to be a great resource. Not anymore.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=103672641,40527,1,1,2017-08-04 14:08:58,-1,0,1,0,0,0,0,0,0,0,0,NULL,0,NULL,unclear
40,Instagra,143289586,Rev.Matthew.Stuart,2017-05-25 00:00:00,Australia,10.22,4,Simplistic is good,Having simple options makes it easy to share quickly. Also sharing with other social media apps makes it my go to photo sharing base.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=143289586,40114,1,1,2017-08-04 14:09:08,1,0,0,1,0,0,0,0,0,0,0,NULL,0,NULL,male
42,Calorie ,164791504,cmdbrwl,2017-06-12 00:00:00,Canada,7.16,5,"Intuitive, easy and motivating",I love the thousands of pre populated food options and the ability to insert a full meal into the calorie counter for frequently used meals.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=164791504,3189,1,1,2017-08-04 14:09:26,2,0,0,1,0,0,0,0,0,0,0,NULL,0,NULL,unclear
43,Instagra,437549895,Hdoqfdiafebsowexvsoj,2017-05-09 00:00:00,United States,10.2,4,Awesome but...,"I live instagram don't get me wrong but when ever I try to make another account it says ""there was an error please try again later"" or something like that. Then right after it says ""Instagram doesn't allow"" blah blah
""Report us if we have made a mistake"" I waited a week. Is that long enough? Well anyways I can't upload videos for some reason. It gets like half way and then just says ""retry"" no one is gonna see this but if someone does please take this into consideration ☺️",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=437549895,16482,1,1,2017-08-04 14:09:52,2,0,0,0,0,1,0,0,0,0,0,NULL,0,NULL,unclear
44,Whatsapp,476781861,Vrushali vadavale,2017-06-21 00:00:00,India,2.17.31,1,Issue with update,My whatsapp was not working properly so i updated it bt it turned out yo be useless whatsapp still is not working . Plz solve as soon as possible,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=476781861,50450,1,1,2017-08-04 14:10:18,0,0,0,0,0,1,0,0,0,0,0,NULL,0,NULL,female
45,Instagra,249381827,VinnY902,2017-05-10 00:00:00,Canada,10.2,1,Update,The new Instagram update won't allow me to send any video or pictures to group chats!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=249381827,2484,1,1,2017-08-04 14:10:37,0,0,1,0,0,0,0,0,0,0,0,NULL,0,NULL,unisex
46,Facebook,106672566,Smurfie mc smurf,2017-05-07 00:00:00,Australia,91,1,Notifications - rubbish,"Notifications show and then you have to refresh 2-6 times before they may actually show up! 
And - why bother even having a Facebook page for your business anymore when it serves no purpose unless you're prepared to pay a lot of money for ads.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=106672566,39456,1,1,2017-08-04 14:11:14,-1,0,1,0,0,0,0,0,0,0,0,NULL,0,NULL,unclear
47,Facebook,433705810,VeryVeryVeryAnnoyedC,2017-06-29 00:00:00,Canada,98,2,Profile Picture,"When trying to upload profile pictures that are good quality pictures they show up blurry and out of focus. Then when you press save it says ""sorry could not upload at this time try again later"" but then it does upload and is still low quality. Please fix, it's very annoying.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=433705810,41,1,1,2017-08-04 14:11:35,-1,0,0,0,0,1,0,0,0,0,0,NULL,0,NULL,unclear
48,Waze,402566648,PriscillaMI,2017-06-12 00:00:00,United States,4.24,5,Love!,"Waze is my new best friend on a daily basis. Before leaving for work daily, I always check Waze for best routes. I've learned different commutes, saving time, that I never would have considered or attempted. Thank you Waze and Waze users (Wazers).",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=402566648,31037,1,1,2017-08-05 11:46:18,2,0,0,1,0,0,0,0,0,0,0,NULL,0,NULL,female
50,Instagra,520899882,Jen Ess,2017-05-11 00:00:00,Australia,10.2,4,Insta,"I love it!!
Like to see automatic post sharing feature 
I wish I could share Flipagrams without copyright related issues due to music content.
I love the photo editing :)",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=520899882,40333,1,1,2017-08-05 11:47:24,2,0,0,1,0,0,0,0,0,0,0,NULL,0,NULL,female
51,Instagra,146194731,Little red123,2017-05-24 00:00:00,Australia,10.22,3,Changes to setting,From the updates I can no longer share with Facebook. Which is sad.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=146194731,40123,1,1,2017-08-05 11:47:42,-1,0,1,0,0,0,0,0,0,0,0,NULL,0,NULL,unclear
52,Instagra,16886580,Yma1111,2017-06-06 00:00:00,United States,10.23,2,Was amazing,I used to LOVE Instagram. The new update killed this app for me. The amount of ads is absolutely insane. It's overload and has killed the fun of the app.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=16886580,10227,1,1,2017-08-05 11:48:03,-1,0,1,0,0,0,0,0,0,0,0,NULL,0,NULL,unclear
53,Instagra,393302226,Awesome gourmet,2017-05-23 00:00:00,Australia,10.22,3,A slight problem,Today I checked my Instagram and found that I have lost 100 followers I don't know why this has happened but I am very upset I love this app and use it everyday but this is not good if you could please fix this it would mean a lot,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=393302226,40135,1,1,2017-08-05 11:48:19,-1,0,0,0,0,1,0,0,0,0,0,NULL,0,NULL,unclear
54,Facebook,159827070,JackyFung,2017-06-23 00:00:00,Hong Kong,97,2,What's wrong with the comment section design?,CHANGE IT BACK,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=159827070,47247,1,1,2017-08-05 11:48:48,-1,0,1,0,1,0,0,0,0,0,0,NULL,0,NULL,unisex
55,Instagra,215879397,Dennis Moe,2017-05-30 00:00:00,Singapore,10.22,1,Please don't clear notifications,"After updates, once I launch the app, all my IG notifications disappeared, pls revert back. Now it's no meaning to set notifications for those I followed. :(",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=215879397,48253,1,1,2017-08-05 11:50:53,-1,0,1,0,1,0,0,0,0,0,0,NULL,0,NULL,male
56,Calorie ,309337554,Carbon_Element1,2017-06-13 00:00:00,Canada,7.16,5,Totally reccomending this app to my friends,Its amazing i love this app,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=309337554,3180,1,1,2017-08-05 11:50:59,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,unclear
57,Waze,582881081,o'Reilly125,2017-06-25 00:00:00,United Kingdom,4.25,5,A+++,Best sat nav you could possibly need by far.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=582881081,46472,1,1,2017-08-05 11:51:19,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,unisex
58,Instagra,210966135,Rain ie,2017-05-10 00:00:00,Singapore,10.2,1,blurry photos,"idk if it's happening to everyone buy everytime i upload mulitple photos, it keeps getting blurry ?!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=210966135,48312,1,1,2017-08-05 11:51:35,0,0,0,0,0,1,0,0,0,0,0,NULL,0,NULL,unisex
59,Instagra,548975483,Jambam10964,2017-05-04 00:00:00,Australia,10.19,3,Coloured text bubbles,I think instagram should make the text bubbles coloured,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=548975483,40439,1,1,2017-08-05 11:51:54,0,0,0,0,1,0,0,0,0,0,0,NULL,0,NULL,unclear
60,Waze,215425737,Rogret,2017-05-29 00:00:00,South Africa,4.24,4,Waze,"Great app use it daily, especially in traffic management 👍🏿",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=215425737,51810,1,1,2017-08-05 11:52:22,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,unclear
62,Facebook,138823551,V.Stewart,2017-05-18 00:00:00,Canada,93,5,Facebook App,"Use it everyday, excellent app",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=138823551,916,1,1,2017-08-05 11:52:48,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,male
63,Facebook,447035770,Poohbearza,2017-05-11 00:00:00,South Africa,91,1,Pathetic,"With each update the app has more and more glitches. It constantly crashes and realistically becomes a waste of time. Facebook, your social platform is becoming a joke just like your app. The larger updates don't seem to fix your excuse for an app",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=447035770,51443,1,1,2017-08-05 11:53:03,-1,0,0,0,0,1,0,0,0,0,0,NULL,0,NULL,unclear
64,Instagra,292277360,Teddypaw,2017-05-31 00:00:00,Hong Kong,10.23,1,Inconvenience,"It is very inconvenient that the posts are not allowing the posting time to show. My fds all dislike this and think that this problem is causing them miss out some of the posts.

Moreover, about the adding location problem. It is so headachy that I want to add a location while there don't provide an accurate option for me. Why don't just like before that we can type or create any locations??",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=292277360,47660,1,1,2017-08-05 11:53:44,-1,0,1,0,1,0,0,0,0,0,0,NULL,0,NULL,unisex
65,Waze,148202072,Old Head Banger,2017-05-14 00:00:00,United States,4.23.1,5,Awesome Tool,Saved me at least 2 tickets and who knows how time saved by showing the fastest route or if traffic is bad.  Love where I can have a reminder set for when to leave and arrive by a set time.,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=148202072,36386,1,1,2017-08-05 11:54:12,2,0,0,1,0,0,0,0,0,0,0,NULL,0,NULL,unclear
66,Pinteres,417204513,love u harambe,2017-05-26 00:00:00,Canada,6.26,3,Crashing,"Every time I refresh my profile, the app crashes! Please fix this, it's very inconvenient.",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=417204513,2967,1,1,2017-08-05 11:54:22,-1,0,0,0,0,1,0,0,0,0,0,NULL,0,NULL,unclear
67,Instagra,414549992,Kylediwah,2017-06-06 00:00:00,Canada,10.23,3,zoom,i hate how you can't zoom in the photo anymore when you send pictures on dm's,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=414549992,1753,1,1,2017-08-05 11:54:53,-2,0,1,0,0,0,0,0,0,0,0,NULL,0,NULL,male
68,Fitbit,272431741,Katt-zn,2017-06-20 00:00:00,South Africa,2.36,5,Excellent app,Loving this app!!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=272431741,51634,1,1,2017-08-05 11:55:10,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,female
69,Whatsapp,575416293,Manatwal,2017-06-02 00:00:00,India,2.17.22,5,Interesting,No experience,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=575416293,50826,1,1,2017-08-05 11:55:21,0,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,unclear
70,Calorie ,204803190,Bert8557886,2017-06-10 00:00:00,Canada,7.16,5,Best app out there!,Would require a litlle tune up on some vitamines and food details but this app really is amazing!,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=204803190,3198,1,1,2017-08-05 11:55:46,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,male
71,Facebook,581365773,cosmokitty24,2017-06-21 00:00:00,Australia,97,1,Don't like new update,"Don't like the new update, I have an iPhone and for the life of me can not like photos or memes in the comments UNLESS someone has written something WITH said photo or meme...",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=581365773,38835,1,1,2017-08-05 11:56:11,-1,0,1,0,0,0,0,0,0,0,0,NULL,0,NULL,unclear
72,Instagra,226091872,Bornandraised274,2017-05-26 00:00:00,Australia,10.22,5,I like it!,Pretty cool,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=226091872,40097,1,1,2017-08-05 11:56:18,1,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,unclear
73,Instagra,543288335,mrs.Pooper,2017-05-04 00:00:00,Hong Kong,10.19,5,�,Thx for help,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=543288335,47776,1,1,2017-08-05 11:56:26,1,0,0,0,0,0,0,0,0,0,1,,0,NULL,female
74,Whatsapp,134838624,Riyasmba,2017-06-02 00:00:00,India,2.17.22,5,One and only,The best chat app till date.  Hats off,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=134838624,50809,1,1,2017-08-05 11:56:44,2,0,0,0,0,0,0,1,0,0,0,NULL,0,NULL,male
76,Waze,197742728,JasmineNinaGalloti,2017-05-06 00:00:00,Canada,4.23,5,Best Nav App,"Best navigation app out there, I use it for going everywhere - even places I know where I am going for the live updates on traffic and accidents! Honestly awesome!",https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewUsersUserReviews?userProfileId=197742728,4329,1,1,2017-08-05 11:58:06,2,0,0,1,0,0,0,0,0,0,0,NULL,0,NULL,female
